t,ax,ay,az
3632632,-7.87,-0.32,10.86
3637248,-6.92,-0.34,9.41
3641804,-5.48,-0.32,7.06
3646360,-4.42,-0.39,5.17
3650912,-3.27,-0.35,3.38
3655472,-2.80,-0.32,2.39
3660020,-2.72,-0.28,2.38
3664560,-3.16,-0.33,3.22
3669116,-4.38,-0.34,4.98
3673668,-5.68,-0.38,7.26
3678232,-6.68,-0.30,9.08
3682776,-7.73,-0.31,10.83
3687396,-8.08,-0.40,11.36
3691988,-8.12,-0.33,11.37
3696616,-7.55,-0.42,10.41
3701236,-6.49,-0.36,8.56
3705800,-5.17,-0.33,6.42
3710356,-4.22,-0.35,4.71
3714916,-3.27,-0.29,3.23
3719464,-2.85,-0.34,2.66
3724012,-3.04,-0.30,2.87
3728572,-3.62,-0.33,3.82
3733120,-4.73,-0.34,5.77
3737648,-5.73,-0.32,7.42
3742204,-6.85,-0.31,9.33
3746772,-7.57,-0.35,10.59
3751380,-8.04,-0.33,11.24
3756000,-7.74,-0.33,10.76
3760620,-7.14,-0.34,9.88
3765184,-6.13,-0.34,8.02
3769728,-5.06,-0.37,6.25
3774292,-4.01,-0.38,4.50
3778836,-3.43,-0.29,3.34
3783396,-3.19,-0.32,2.93
3787956,-3.32,-0.34,3.24
3792512,-4.09,-0.34,4.40
3797064,-5.11,-0.30,6.29
3801616,-6.03,-0.30,7.83
3806168,-7.05,-0.34,9.64
3810716,-7.57,-0.32,10.58
3815336,-7.75,-0.34,10.89
3819940,-7.51,-0.32,10.39
3824548,-6.85,-0.31,9.13
3829096,-5.75,-0.29,7.39
3833656,-4.86,-0.36,5.96
3838208,-3.90,-0.33,4.30
3842756,-3.48,-0.39,3.55
3847312,-3.32,-0.34,3.33
3851864,-3.65,-0.34,3.82
3856424,-4.42,-0.33,5.09
3860984,-5.25,-0.40,6.47
3865548,-6.29,-0.33,8.16
3870108,-6.94,-0.38,9.39
3874668,-7.47,-0.35,10.43
3879232,-7.54,-0.30,10.44
3883844,-7.14,-0.35,9.82
3888380,-6.39,-0.31,8.55
3892944,-5.64,-0.31,7.23
3897500,-4.58,-0.35,5.59
3902044,-4.03,-0.29,4.50
3906560,-3.64,-0.31,3.80
3911120,-3.57,-0.34,3.66
3915684,-4.04,-0.27,4.42
3920224,-4.54,-0.38,5.46
3924784,-5.53,-0.30,7.02
3929324,-6.23,-0.36,8.18
3933868,-6.98,-0.36,9.53
3938420,-7.33,-0.31,10.09
3943008,-7.29,-0.36,10.01
3947608,-6.80,-0.40,9.20
3952144,-6.21,-0.27,8.26
3956716,-5.34,-0.37,6.80
3961256,-4.64,-0.27,5.56
3965816,-4.00,-0.27,4.48
3970352,-3.75,-0.29,4.08
3974900,-3.85,-0.33,4.20
3979456,-4.19,-0.32,4.85
3984004,-4.93,-0.35,6.06
3988560,-5.78,-0.34,7.41
3993116,-6.38,-0.38,8.52
3997676,-6.96,-0.34,9.42
4002236,-7.17,-0.37,9.83
4006796,-7.01,-0.34,9.59
4011332,-6.60,-0.36,8.82
4015896,-5.88,-0.39,7.59
4020444,-5.19,-0.31,6.57
4024996,-4.42,-0.27,5.30
4029548,-4.12,-0.35,4.60
4034080,-3.90,-0.31,4.34
4038640,-4.00,-0.30,4.54
4043180,-4.55,-0.30,5.39
4047736,-5.22,-0.28,6.57
4052284,-5.85,-0.36,7.54
4056844,-6.51,-0.40,8.68
4061388,-6.84,-0.39,9.23
4065908,-7.07,-0.35,9.45
4070468,-6.81,-0.31,9.23
4075028,-6.30,-0.28,8.31
4079564,-5.75,-0.34,7.35
4084116,-4.98,-0.34,6.20
4088672,-4.52,-0.36,5.39
4093224,-4.12,-0.31,4.66
4097776,-4.08,-0.30,4.63
4102324,-4.33,-0.33,5.01
4106832,-4.83,-0.32,5.91
4111392,-5.40,-0.32,6.85
4115956,-6.08,-0.35,7.96
4120516,-6.49,-0.29,8.77
4125036,-6.78,-0.31,9.24
4129596,-6.79,-0.38,9.24
4134144,-6.50,-0.34,8.74
4138696,-6.15,-0.37,8.01
4143248,-5.49,-0.33,6.97
4147792,-5.02,-0.34,6.17
4152344,-4.46,-0.34,5.32
4156896,-4.30,-0.32,4.81
4161456,-4.30,-0.34,4.97
4166004,-4.48,-0.33,5.20
4170556,-4.99,-0.31,6.11
4175104,-5.61,-0.31,7.21
4179656,-6.02,-0.32,7.99
4184204,-6.48,-0.33,8.67
4188756,-6.69,-0.39,9.02
4193308,-6.60,-0.36,8.87
4197848,-6.38,-0.35,8.50
4202408,-5.89,-0.34,7.62
4206968,-5.36,-0.31,6.81
4211520,-4.88,-0.36,5.88
4216064,-4.59,-0.34,5.40
4220612,-4.38,-0.33,5.03
4225164,-4.44,-0.35,5.17
4229716,-4.75,-0.37,5.63
4234272,-5.23,-0.31,6.54
4238824,-5.65,-0.34,7.26
4243392,-6.19,-0.30,8.08
4247940,-6.41,-0.34,8.53
4252504,-6.55,-0.35,8.84
4257020,-6.40,-0.32,8.60
4261532,-6.18,-0.35,8.09
4266080,-5.73,-0.35,7.32
4270636,-5.31,-0.27,6.60
4275188,-4.92,-0.32,5.97
4279748,-4.57,-0.37,5.48
4284304,-4.54,-0.31,5.31
4288816,-4.66,-0.37,5.52
4293380,-4.99,-0.25,6.05
4297928,-5.34,-0.38,6.69
4302472,-5.82,-0.41,7.55
4307028,-6.09,-0.36,7.92
4311576,-6.35,-0.44,8.41
4316140,-6.43,-0.36,8.54
4320692,-6.24,-0.30,8.20
4325244,-5.98,-0.28,7.80
4329780,-5.54,-0.29,7.07
4334336,-5.21,-0.37,6.60
4338884,-4.88,-0.32,5.97
4343428,-4.70,-0.29,5.71
4347984,-4.66,-0.31,5.62
4352548,-4.90,-0.35,5.93
4357096,-5.06,-0.26,6.37
4361648,-5.48,-0.32,7.07
4366204,-5.80,-0.35,7.50
4370740,-6.12,-0.34,7.98
4375288,-6.25,-0.40,8.19
4379828,-6.18,-0.27,8.20
4384372,-6.07,-0.27,7.95
4388924,-5.76,-0.36,7.55
4393480,-5.48,-0.28,6.99
4398044,-5.15,-0.33,6.35
4402600,-4.90,-0.29,6.01
4407148,-4.81,-0.33,5.83
4411692,-4.76,-0.35,5.82
4416244,-5.07,-0.29,6.22
4420796,-5.33,-0.28,6.71
4425312,-5.60,-0.41,7.18
4429864,-5.92,-0.36,7.59
4434424,-6.07,-0.36,7.94
4438980,-6.16,-0.34,8.07
4443532,-6.11,-0.39,7.89
4448088,-5.78,-0.35,7.59
4452632,-5.63,-0.29,7.20
4457192,-5.25,-0.36,6.71
4461752,-5.10,-0.34,6.43
4466300,-4.99,-0.25,5.99
4470852,-4.93,-0.39,6.08
4475404,-5.01,-0.33,6.13
4479972,-5.19,-0.34,6.48
4484532,-5.47,-0.36,6.89
4489064,-5.73,-0.33,7.40
4493600,-5.88,-0.33,7.65
4498156,-6.01,-0.31,7.90
4502708,-5.97,-0.34,7.87
4507260,-5.92,-0.27,7.67
4511820,-5.75,-0.36,7.35
4516372,-5.50,-0.34,6.90
4520928,-5.29,-0.32,6.61
4525480,-5.11,-0.37,6.32
4530040,-4.98,-0.34,6.21
4534588,-4.98,-0.38,6.28
4539148,-5.16,-0.33,6.37
4543708,-5.31,-0.31,6.71
4548252,-5.57,-0.38,7.04
4552800,-5.71,-0.29,7.45
4557348,-5.87,-0.40,7.60
4561896,-5.91,-0.33,7.71
4566456,-5.83,-0.36,7.69
4571016,-5.79,-0.37,7.52
4575564,-5.60,-0.34,7.10
4580112,-5.44,-0.32,6.81
4584660,-5.20,-0.31,6.57
4589204,-5.11,-0.31,6.41
4593764,-5.11,-0.29,6.26
4598308,-5.15,-0.34,6.43
4602868,-5.26,-0.34,6.61
4607432,-5.46,-0.34,6.89
4611992,-5.61,-0.31,7.19
4616544,-5.73,-0.34,7.47
4621104,-5.88,-0.37,7.51
4625648,-5.82,-0.31,7.54
4630204,-5.79,-0.29,7.54
4634756,-5.65,-0.34,7.25
4639304,-5.51,-0.28,7.10
4643856,-5.39,-0.37,6.78
4648412,-5.29,-0.34,6.53
4652980,-5.19,-0.31,6.45
4657536,-5.23,-0.37,6.35
4662060,-5.27,-0.36,6.62
4666604,-5.42,-0.37,6.73
4671164,-5.51,-0.34,6.96
4675720,-5.61,-0.31,7.18
4680268,-5.69,-0.36,7.41
4684824,-5.72,-0.38,7.41
4689384,-5.79,-0.29,7.45
4693948,-5.67,-0.30,7.25
4698496,-5.53,-0.34,7.21
4703060,-5.48,-0.31,6.90
4707608,-5.35,-0.32,6.75
4712164,-5.31,-0.30,6.70
4716716,-5.25,-0.34,6.65
4721264,-5.32,-0.28,6.74
4725832,-5.31,-0.33,6.81
4730388,-5.51,-0.35,7.00
4734944,-5.55,-0.28,7.05
4739496,-5.58,-0.32,7.15
4744060,-5.69,-0.33,7.23
4748608,-5.69,-0.39,7.26
4753172,-5.66,-0.31,7.22
4757720,-5.62,-0.33,7.12
4762264,-5.44,-0.28,6.97
4766812,-5.36,-0.34,6.93
4771364,-5.30,-0.33,6.72
4775920,-5.32,-0.34,6.85
4780468,-5.34,-0.30,6.80
4785012,-5.46,-0.34,6.85
4789564,-5.49,-0.23,6.92
4794120,-5.55,-0.39,7.01
4798668,-5.56,-0.29,7.03
4803212,-5.62,-0.33,7.09
4807760,-5.61,-0.36,7.21
4812308,-5.55,-0.37,7.18
4816872,-5.51,-0.39,7.04
4821420,-5.48,-0.36,6.94
4825980,-5.42,-0.27,6.85
4830528,-5.37,-0.36,6.86
4835088,-5.39,-0.32,6.82
4839636,-5.40,-0.28,6.83
4844176,-5.48,-0.36,6.97
4848728,-5.49,-0.33,7.07
4853284,-5.53,-0.28,7.05
4857840,-5.49,-0.33,7.17
4862392,-5.57,-0.33,7.15
4866964,-5.58,-0.36,7.08
4871508,-5.53,-0.33,6.94
4876072,-5.51,-0.35,6.96
4880616,-5.48,-0.28,6.87
4885164,-5.42,-0.34,6.81
4889720,-5.38,-0.34,6.73
4894268,-5.43,-0.29,6.91
4898832,-5.42,-0.32,6.89
4903384,-5.48,-0.34,6.93
4907944,-5.54,-0.32,7.01
4912480,-5.53,-0.31,7.06
4917040,-5.59,-0.31,7.13
4921592,-5.56,-0.28,7.15
4926148,-5.56,-0.35,7.06
4930688,-5.52,-0.32,7.03
4935224,-5.49,-0.33,6.97
4939780,-5.44,-0.28,6.94
4944332,-5.43,-0.39,6.84
4948892,-5.46,-0.37,6.82
4953444,-5.48,-0.35,6.88
4958004,-5.40,-0.36,6.91
4962540,-5.51,-0.27,7.02
4967092,-5.53,-0.37,7.03
4971640,-5.55,-0.38,7.13
4976188,-5.60,-0.32,7.09
4980736,-5.57,-0.37,7.14
4985292,-5.55,-0.31,7.15
4989856,-5.52,-0.28,6.99
4994404,-5.45,-0.30,6.96
4998956,-5.43,-0.37,6.98
5003464,-5.47,-0.32,6.87
5008020,-5.44,-0.28,6.87
5012564,-5.48,-0.33,6.94
5017120,-5.43,-0.35,7.03
5021676,-5.47,-0.36,7.02
5026232,-5.49,-0.34,7.02
5030780,-5.60,-0.38,7.12
5035320,-5.58,-0.32,7.00
5039876,-5.51,-0.35,7.11
5044432,-5.49,-0.35,7.03
5048976,-5.53,-0.31,6.98
5053532,-5.48,-0.28,6.95
5058076,-5.42,-0.34,6.94
5062636,-5.45,-0.31,6.93
5067196,-5.41,-0.30,6.93
5071756,-5.48,-0.36,6.90
5076300,-5.48,-0.36,6.96
5080860,-5.51,-0.39,7.08
5085404,-5.51,-0.33,7.10
5089944,-5.52,-0.34,7.13
5094504,-5.53,-0.37,7.08
5099040,-5.49,-0.32,7.06
5103596,-5.55,-0.35,7.07
5108152,-5.49,-0.31,6.90
