t,ax,ay,az
3749620,-1.42,-0.45,0.94
3754168,-2.08,-0.42,2.20
3758704,-3.05,-0.39,3.97
3763256,-4.52,-0.45,6.87
3767796,-5.67,-0.43,9.28
3772368,-6.96,-0.41,11.79
3776972,-7.91,-0.50,13.47
3781580,-8.20,-0.51,14.03
3786188,-7.90,-0.46,13.52
3790792,-7.26,-0.43,12.43
3795408,-6.05,-0.41,10.02
3800012,-4.63,-0.38,7.17
3804572,-3.51,-0.42,4.98
3809128,-2.30,-0.50,2.75
3813668,-1.73,-0.44,1.61
3818228,-1.56,-0.31,1.36
3822780,-1.96,-0.49,1.91
3827328,-2.86,-0.43,3.61
3831888,-3.77,-0.46,5.48
3836432,-5.23,-0.42,8.18
3840992,-6.22,-0.41,10.24
3845596,-7.32,-0.49,12.35
3850204,-7.85,-0.51,13.45
3854800,-7.80,-0.51,13.45
3859416,-7.29,-0.46,12.51
3864012,-6.60,-0.46,11.01
3868620,-5.38,-0.34,8.59
3873172,-4.30,-0.34,6.50
3877724,-3.10,-0.44,4.12
3882276,-2.23,-0.41,2.42
3886840,-1.91,-0.43,1.80
3891384,-2.09,-0.44,2.17
3895920,-2.57,-0.40,2.99
3900476,-3.53,-0.42,4.88
3905024,-4.58,-0.43,6.92
3909584,-5.80,-0.41,9.37
3914140,-6.63,-0.48,11.03
3918756,-7.39,-0.52,12.59
3923352,-7.64,-0.53,12.94
3927972,-7.40,-0.46,12.58
3932576,-6.70,-0.49,11.30
3937184,-5.85,-0.36,9.64
3941744,-4.71,-0.38,7.28
3946296,-3.69,-0.40,5.41
3950812,-2.78,-0.37,3.51
3955360,-2.28,-0.40,2.60
3959908,-2.14,-0.46,2.46
3964456,-2.50,-0.42,3.08
3969008,-3.15,-0.40,4.21
3973556,-4.14,-0.40,6.35
3978108,-5.14,-0.43,8.21
3982648,-6.22,-0.48,10.25
3987252,-6.91,-0.48,11.51
3991840,-7.29,-0.52,12.47
3996416,-7.29,-0.48,12.30
4001016,-6.89,-0.45,11.62
4005628,-6.08,-0.34,10.03
4010220,-5.29,-0.40,8.38
4014764,-4.13,-0.46,6.18
4019320,-3.34,-0.46,4.71
4023872,-2.65,-0.39,3.25
4028432,-2.39,-0.42,2.86
4032984,-2.53,-0.43,3.16
4037552,-2.98,-0.42,3.80
4042104,-3.77,-0.38,5.42
4046660,-4.62,-0.46,7.17
4051208,-5.59,-0.42,9.10
4055756,-6.45,-0.41,10.74
4060364,-6.94,-0.45,11.68
4064972,-7.13,-0.52,11.93
4069584,-6.98,-0.50,11.58
4074192,-6.34,-0.49,10.58
4078804,-5.46,-0.35,8.77
4083360,-4.66,-0.32,7.25
4087912,-3.78,-0.40,5.41
4092456,-3.14,-0.43,4.27
4097016,-2.69,-0.39,3.39
4101572,-2.66,-0.46,3.33
4106128,-2.98,-0.42,3.97
4110668,-3.49,-0.47,4.93
4115228,-4.35,-0.45,6.59
4119772,-5.07,-0.49,8.04
4124316,-5.99,-0.44,9.71
4128860,-6.46,-0.44,10.78
4133456,-6.87,-0.45,11.42
4138068,-6.81,-0.45,11.39
4142668,-6.48,-0.44,10.84
4147268,-5.76,-0.45,9.57
4151816,-5.08,-0.39,8.04
4156364,-4.23,-0.41,6.38
4160912,-3.63,-0.45,5.14
4165468,-3.01,-0.43,4.10
4170008,-2.92,-0.32,3.65
4174568,-2.92,-0.38,3.92
4179108,-3.46,-0.36,4.77
4183660,-3.94,-0.43,5.93
4188216,-4.81,-0.41,7.63
4192768,-5.49,-0.39,8.90
4197324,-6.14,-0.45,10.18
4201924,-6.53,-0.51,10.94
4206536,-6.71,-0.45,11.12
4211112,-6.44,-0.44,10.61
4215736,-6.06,-0.43,9.87
4220284,-5.28,-0.35,8.43
4224840,-4.65,-0.39,7.24
4229392,-3.96,-0.43,5.80
4233936,-3.44,-0.40,4.66
4238488,-3.05,-0.40,3.96
4243024,-3.02,-0.34,4.09
4247568,-3.28,-0.44,4.65
4252116,-3.73,-0.49,5.40
4256680,-4.46,-0.46,6.86
4261216,-5.09,-0.41,8.11
4265776,-5.74,-0.42,9.44
4270328,-6.29,-0.47,10.47
4274940,-6.49,-0.50,10.79
4279536,-6.47,-0.48,10.60
4284144,-6.13,-0.44,10.14
4288748,-5.59,-0.32,9.06
4293292,-5.06,-0.41,7.91
4297844,-4.33,-0.40,6.50
4302376,-3.76,-0.38,5.34
4306932,-3.39,-0.46,4.59
4311480,-3.22,-0.45,4.36
4316048,-3.38,-0.42,4.64
4320596,-3.72,-0.39,5.44
4325156,-4.20,-0.40,6.30
4329696,-4.87,-0.46,7.65
4334252,-5.37,-0.42,8.68
4338800,-5.97,-0.52,9.74
4343352,-6.24,-0.48,10.34
4347960,-6.31,-0.48,10.39
4352552,-6.08,-0.42,10.01
4357128,-5.78,-0.44,9.38
4361692,-5.20,-0.44,8.22
4366260,-4.68,-0.39,7.19
4370812,-4.04,-0.41,6.01
4375360,-3.62,-0.51,5.33
4379916,-3.44,-0.40,4.79
4384480,-3.43,-0.44,4.87
4389032,-3.64,-0.45,5.26
4393580,-4.00,-0.37,5.96
4398124,-4.54,-0.35,7.02
4402676,-5.15,-0.38,8.20
4407240,-5.58,-0.39,9.15
4411796,-6.05,-0.40,9.91
4416340,-6.14,-0.48,10.05
4420932,-6.08,-0.42,9.92
4425480,-5.81,-0.43,9.59
4430028,-5.39,-0.44,8.57
4434576,-4.89,-0.37,7.75
4439128,-4.37,-0.46,6.62
4443676,-4.02,-0.44,5.89
4448228,-3.70,-0.44,5.21
4452772,-3.50,-0.48,5.02
4457328,-3.68,-0.41,5.22
4461880,-3.94,-0.40,5.89
4466424,-4.39,-0.45,6.62
4470972,-4.95,-0.45,7.64
4475512,-5.35,-0.43,8.51
4480036,-5.74,-0.49,9.42
4484596,-5.93,-0.48,9.68
4489160,-5.90,-0.44,9.73
4493708,-5.82,-0.42,9.48
4498264,-5.49,-0.44,8.91
4502804,-5.16,-0.40,8.14
4507348,-4.69,-0.37,7.19
4511908,-4.34,-0.40,6.42
4516460,-3.88,-0.43,5.60
4521008,-3.69,-0.44,5.37
4525556,-3.75,-0.43,5.45
4530120,-3.95,-0.45,5.84
4534680,-4.29,-0.40,6.37
4539220,-4.67,-0.42,7.23
4543772,-5.07,-0.47,7.94
4548328,-5.42,-0.43,8.80
4552872,-5.67,-0.45,9.35
4557416,-5.82,-0.45,9.54
4561968,-5.79,-0.45,9.34
4566516,-5.58,-0.43,9.01
4571080,-5.29,-0.44,8.40
4575636,-4.85,-0.44,7.56
4580192,-4.43,-0.40,6.79
4584728,-4.25,-0.43,6.24
4589268,-3.99,-0.33,5.73
4593824,-3.91,-0.44,5.71
4598368,-3.98,-0.40,5.84
4602916,-4.17,-0.42,6.23
4607468,-4.47,-0.38,6.94
4612032,-4.88,-0.42,7.56
4616584,-5.20,-0.42,8.35
4621140,-5.47,-0.41,8.76
4625684,-5.65,-0.47,9.22
4630224,-5.71,-0.42,9.20
4634776,-5.58,-0.41,8.97
4639324,-5.26,-0.35,8.44
4643888,-5.01,-0.44,7.93
4648432,-4.64,-0.43,7.17
4653000,-4.35,-0.41,6.61
4657556,-4.13,-0.45,6.11
4662112,-4.06,-0.38,6.00
4666644,-4.10,-0.43,6.02
4671204,-4.16,-0.46,6.33
4675752,-4.47,-0.38,6.85
4680296,-4.66,-0.42,7.27
4684848,-5.00,-0.47,7.90
4689388,-5.30,-0.46,8.46
4693952,-5.54,-0.45,8.80
4698496,-5.56,-0.48,8.94
4703056,-5.48,-0.40,8.79
4707596,-5.30,-0.46,8.50
4712144,-5.07,-0.40,8.13
4716692,-4.78,-0.43,7.49
4721244,-4.59,-0.47,6.98
4725800,-4.32,-0.45,6.52
4730340,-4.18,-0.42,6.28
4734908,-4.15,-0.39,6.29
4739452,-4.24,-0.38,6.30
4744004,-4.42,-0.41,6.72
4748560,-4.62,-0.41,7.10
4753108,-4.84,-0.41,7.72
4757664,-5.17,-0.43,8.13
4762224,-5.26,-0.50,8.45
4766744,-5.46,-0.43,8.72
4771292,-5.41,-0.44,8.64
4775856,-5.31,-0.43,8.42
4780408,-5.19,-0.43,8.10
4784968,-4.94,-0.39,7.75
4789516,-4.78,-0.42,7.34
4794064,-4.46,-0.42,6.88
4798616,-4.32,-0.47,6.56
4803164,-4.31,-0.42,6.46
4807724,-4.24,-0.44,6.47
4812276,-4.44,-0.39,6.79
4816840,-4.57,-0.40,7.09
4821392,-4.83,-0.38,7.49
4825952,-4.99,-0.39,7.88
4830492,-5.13,-0.47,8.23
4835040,-5.32,-0.47,8.48
4839592,-5.28,-0.41,8.46
4844144,-5.27,-0.37,8.26
4848700,-5.17,-0.35,8.25
4853248,-4.98,-0.45,7.84
4857804,-4.79,-0.44,7.56
4862356,-4.68,-0.39,7.11
4866916,-4.50,-0.44,6.83
4871460,-4.35,-0.43,6.60
4876016,-4.36,-0.48,6.67
4880560,-4.50,-0.39,6.75
4885096,-4.58,-0.40,7.07
4889652,-4.75,-0.41,7.35
4894200,-4.87,-0.46,7.69
4898760,-5.02,-0.39,8.00
4903300,-5.21,-0.43,8.27
4907852,-5.24,-0.39,8.37
4912400,-5.21,-0.44,8.36
4916948,-5.15,-0.48,8.06
4921492,-4.97,-0.45,7.91
4926032,-4.91,-0.54,7.62
4930596,-4.75,-0.42,7.22
4935156,-4.59,-0.36,7.09
4939712,-4.52,-0.49,6.83
4944256,-4.46,-0.35,6.80
4948808,-4.52,-0.39,6.86
4953348,-4.62,-0.44,7.18
4957900,-4.62,-0.41,7.28
4962460,-4.85,-0.45,7.57
4967008,-4.94,-0.48,7.81
4971560,-5.01,-0.39,8.00
4976100,-5.11,-0.39,8.11
4980668,-5.09,-0.43,8.17
4985216,-5.10,-0.48,8.02
4989764,-5.03,-0.40,7.81
4994308,-4.85,-0.37,7.71
4998864,-4.78,-0.41,7.38
5003380,-4.63,-0.45,7.21
5007924,-4.61,-0.42,7.05
5012484,-4.58,-0.41,6.96
5017040,-4.58,-0.44,6.98
5021608,-4.64,-0.40,7.21
5026168,-4.68,-0.42,7.28
5030728,-4.77,-0.49,7.43
5035268,-4.83,-0.43,7.63
5039788,-4.93,-0.40,7.81
5044340,-4.98,-0.39,7.95
5048880,-5.01,-0.42,7.99
5053436,-4.98,-0.45,7.86
5057992,-4.93,-0.40,7.72
5062556,-4.90,-0.40,7.68
5067060,-4.84,-0.44,7.55
5071608,-4.75,-0.44,7.36
5076124,-4.66,-0.45,7.29
5080672,-4.67,-0.42,7.14
5085224,-4.61,-0.43,7.09
5089780,-4.68,-0.49,7.14
5094344,-4.73,-0.42,7.36
5098904,-4.77,-0.43,7.48
5103468,-4.81,-0.45,7.59
5108008,-4.88,-0.47,7.58
